Title,Authors,Abstract,Published In,Date of Conference,Date Added to IEEE Xplore,Conference Location,Document URL
Automated Human Tracking: An AI based Modular Approach,"['R Shyam', 'Vinayak Patil', 'K C Suraj', 'C A Sagar', 'G Ramesh']","This paper has proposed a novel end-to-end automated system for the task of human tracking. Based on the research carried out, a modular approach has been provided for implementing such a system. The proposed solution comprises of Deep-learning (specifically Face recognition), Database, Path Finding, UI and Bio-mapping concepts. The primary source of data assumed are CCTV Footage. The dataset used for our experiments were collected by comprising a single image and few videos of a several people. This research work attempts to provide the recent location history and geographical location of a person given just a “single” image of that person. Given how important human tracking is to law-enforcement agencies, businesses and healthcare systems, it is important to improve the efficiency of the current tracking system which heavily relies on manual intervention. Thus, this research work proposes an End-to-End automated human tracking system ’God’s Eye’ as a tool, which can help in providing rapid and accurate results by reducing human involvement. God’s Eye aims to be a robust, low-cost, hardware-independent and seamless solution for human tracking in the present times. Implementing such a system at scale can be widely beneficial to the society and it is considered as a step in the direction of building a smarter & safer cities.",2021 2nd International Conference on Smart Electronics and Communication (ICOSEC),07-09 October 2021,12 November 2021,"Trichy, India",https://ieeexplore.ieee.org/document/9591788/
Intelligent pneumonia image recognition and classification method based on improved convolutional neural network,"['Liu Jiahang', 'Zhao Wenkang', 'Li Zongyi', 'Song Zeyang', 'Teoh Teik Toe']","This paper is an attempt to apply neural networks to classify pneumonia images. The classifying model is built based on thousands of the actual X-ray images, which relatively belong to both pneumonia patients and normal people. The classification neural network, a popular way of machine learning, will serve as a supplementary means to help diagnose pneumonia and perform pre-screening. The paper analyzes and contains details of the algorithms we used. By analyzing the structure of the network, we come up with several useful methods to improve the model, so as to achieve a better model structure and application to classification. The new structure we propose is demonstrated in this paper. The final training accuracy is over 95% and the test accuracy is approximately 92%","2021 IEEE 4th International Conference on Automation, Electronics and Electrical Engineering (AUTEEE)",19-21 November 2021,10 January 2022,"Shenyang, China",https://ieeexplore.ieee.org/document/9668787/
Development of Automatic Speech Recognition for Xitsonga Using Subspace Gaussian Mixture Model,"['Vukosi Rikhotso', 'Thipe Modipa', 'Madimetja Jonas Manamela', 'Tumisho Bilson Mokgonyane']","Speech is the most common and efficient form of communication between people. Automatic speech recognition (ASR) or speech-to-text (SST) system is the translation of spoken language into text. In this paper, an automatic speech recognition system for the under-resourced South African language, Xitsonga, is developed to help its mother tongue users who cannot speak the English language. The development of speech technology applications focuses on improving the accuracies of the systems. The challenge is to improve the word error rate systems for under resourced languages. We use the Subspace Gaussian Mixture Model (SGMM) technique with the Kaldi toolkit to develop the automatic speech recognition for Xitsonga using National Centre for Human Language Technology (NCHLT) corpus. The size of the used corpus is 56.26 hours. The word error rate (WER) achieved is 38.61% which is promising given the size of the data.","2021 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems (icABCD)",05-06 August 2021,30 August 2021,"Durban, South Africa",https://ieeexplore.ieee.org/document/9519355/
DECE: Decision Explorer with Counterfactual Explanations for Machine Learning Models,"['Furui Cheng', 'Yao Ming', 'Huamin Qu']","With machine learning models being increasingly applied to various decision-making scenarios, people have spent growing efforts to make machine learning models more transparent and explainable. Among various explanation techniques, counterfactual explanations have the advantages of being human-friendly and actionable-a counterfactual explanation tells the user how to gain the desired prediction with minimal changes to the input. Besides, counterfactual explanations can also serve as efficient probes to the models' decisions. In this work, we exploit the potential of counterfactual explanations to understand and explore the behavior of machine learning models. We design DECE, an interactive visualization system that helps understand and explore a model's decisions on individual instances and data subsets, supporting users ranging from decision-subjects to model developers. DECE supports exploratory analysis of model decisions by combining the strengths of counterfactual explanations at instance- and subgroup-levels. We also introduce a set of interactions that enable users to customize the generation of counterfactual explanations to find more actionable ones that can suit their needs. Through three use cases and an expert interview, we demonstrate the effectiveness of DECE in supporting decision exploration tasks and instance explanations.","IEEE Transactions on Visualization and Computer Graphics ( Volume: 27, Issue: 2, February 2021)",Not Available,Not Available,Not Available,https://ieeexplore.ieee.org/document/9229232/
HydraMini: An FPGA-based Affordable Research and Education Platform for Autonomous Driving,"['Tianze Wu', 'Yifan Wang', 'Weisong Shi', 'Joshua Lu']","Autonomous driving has been a hot topic recently, so many industrial and academic groups are putting much engineering and research efforts into this topic. However, it is difficult for most researchers or students to afford a car as a research platform to conduct experiments for autonomous driving. Further, we believe that only when more people have the chance to make contributions will this area be more prosperous. Therefore, in this paper, we present HydraMini, an affordable experimental research and education platform supporting the experiments from hardware systems to vision algorithms, and its high flexibility makes it easily extended and modified. It is equipped with the Xilinx PYNQ-Z2 board as the computing platform, which deploys the Deep Learning Processing Unit (DPU) in FPGA to accelerate the deep learning inference. It also provides useful tools like a simulator for model training and testing in a virtual environment to facilitate the use of HydraMini. Our platform will help researchers and students build and test their own solutions for autonomous driving algorithms and systems easily and efficiently.",2020 International Conference on Connected and Autonomous Driving (MetroCAD),27-28 February 2020,13 July 2020,"Detroit, MI, USA",https://ieeexplore.ieee.org/document/9138641/
Diagnosing Skin Cancer Using Artificial Intelligence and Machine Learning,['Riya J. Roy'],"Artificial Intelligence (AI) and Machine Learning (ML) have many applications in the healthcare field. A lifesaving way in which these futuristic tools can be used is to diagnose skin cancer. I developed AI & ML models that can diagnose 7 different forms of skin cancer just from a skin lesion image. My goal was to enable people to upload an image of their skin lesion, and the model will generate a diagnosis for them and a percentage for the diagnosis’ accuracy. Thus, anyone can quickly and easily receive a precise diagnosis. I first researched about skin cancer and found that 1 in 3 cancers are skin cancers, indicating its prevalence. In certain communities, access to professional healthcare is scarce, depriving patients of quality care. To alleviate this, I created a website using AI & ML where people upload a picture of a skin lesion and obtain a diagnosis. Since people upload their own pictures, I had to consider that these images are likely not professional images, but the model should still diagnose it. Hence, I performed data augmentation on my dataset of skin lesion images. I made duplicates of my dataset and manipulated them by flipping, blurring, resizing, or zooming them using OpenCV. I then created numerous machine learning models such as K Nearest Neighbors (KNN), Convolutional Neural Network (CNN), Grid Search CNN, and Transfer Learning, to determine which model best diagnoses the different skin cancers. I evaluated the models using the Receiver Operator Curve (ROC), which shows the relationship between a model’s true positive and true negative rate. To interpret the curve, I used the Area Under the Curve (AUC) metric, which compares the model to one which randomly guesses. Additionally, I plotted Confusion Matrices to view a detailed configuration of each model’s performance. After evaluating, I found that my Transfer Model performed the best. For my Transfer Learning model, I used Keras’ VGG16 Machine Learning model as the base, and added my own layer... (Show More)",2021 IEEE Integrated STEM Education Conference (ISEC),13-13 March 2021,29 April 2022,"Princeton, NJ, USA",https://ieeexplore.ieee.org/document/9763919/
Analytical Study Based Modeling for Covid-19 Using Advance Technology,"['Meghna Patel', 'Hiral Patel', 'Satyen Parikh']","Computer based intelligence innovations and apparatuses assume a key job in each part of the COVID-19 emergency reaction. Understanding the infection and quickening clinical exploration on medications and medicines is one of the factor. Recognizing and diagnosing the infection, and anticipating its advancement helping with forestalling or easing back the infection's spread through reconnaissance and contact following reacting to the wellbeing emergency through customized data and learning checking the recuperation and improving early admonition instruments. To help encourage the utilization of AI all through the emergency, strategy creators ought to energize the sharing of clinical, sub-atomic, and logical datasets and models on synergistic stages to help AI specialists assemble successful instruments for the clinical network, and ought to guarantee that scientists approach the essential processing limit. To understand the full guarantee of AI to battle COVID-19, arrangement producers must guarantee that AI frameworks are reliable and lined up with the OECD AI Principles: they should regard human rights and protection; be straightforward, logical, vigorous, secure and safe; and on-screen characters engaged with their turn of events and utilize ought to stay responsible. Before the world was even mindful of the danger presented by the coronavirus (COVID-19), manmade reasoning (AI) frameworks had distinguished the episode of an obscure kind of pneumonia in the People's Republic of China (in the future ""China""). By analyzing different aspects, the intelligent system plays the vital role to generate COVID-19 awareness and which ultimately reduce the infection to others. Proposed paper focus on awareness.","2021 3rd International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)",17-18 December 2021,09 March 2022,"Greater Noida, India",https://ieeexplore.ieee.org/document/9725475/
Polynomial Based Linear Regression Model to Predict COVID-19 Cases,"['Nikhil', 'Arushi Saini', 'Santu Panday', 'Neha Gupta']","The epidemic COVID-19 has profoundly influenced people's wellness worldwide and the number of fatalities from diseases continues to increase world-wide. Despite technology's remarkable success in our daily lives, notably in ML and DL, AI also helped humanity fight the grueling COVID-19 war. DL is only one approach of ensuring that potential data-driven technologies can help humankind manage COVID-19. Big data and artificial intelligence are used to leverage exceptional efforts to combat the COVID-19 pandemic crisis. In some prior disease outbreaks, various AI offshoots were deployed. AI was applied in the identification of disease clusters, case monitoring, future outbreak predictions, mortality risk, and diagnosis of COVID-19, resource allocation illness management, training facilitation, record maintaining and design identification for the investigation of the trend towards the illness. AI & Machine learning can help to find out the strategies to prevent the Corona virus. This paper presents a polynomial based linear regression model to predict the future cases according to the current situation using data of last few months, showing the output on the graph. The paper also discusses the applications of AI & Machine learning in Corona virus pandemic like forecasting infection rate, diagnose with images comprehensively and will also discuss the role of Machine learning in facilitating the development of vaccine as well.","2021 International Conference on Recent Trends on Electronics, Information, Communication & Technology (RTEICT)",27-28 August 2021,29 October 2021,"Bangalore, India",https://ieeexplore.ieee.org/document/9574032/
Leaf Disease Detection and Remedy Suggestion Using Convolutional Neural Networks,"['R Vijaya Saraswathi', 'Vaishali Bitla', 'P Radhika', 'T Navneeth Kumar']","Agriculture impacts life and economic status of the people. It employs many people and accounts for major part of Gross Domestic Product. Diseases are quite natural and are a major factor for crop losses. Improper management of diseases results in annual loss of agricultural yield which will have serious effects on the quality, quantity and productivity if no proper care is taken. By using some automatic technique such as image processing, detection of leaf disease is quite significant and beneficial. The use of the most utilized deep learning classification mechanism, Convolutional Neural Network, helps in this regard.",2021 5th International Conference on Computing Methodologies and Communication (ICCMC),08-10 April 2021,06 May 2021,"Erode, India",https://ieeexplore.ieee.org/document/9418013/
An Artificial Intelligence Edge Computing-Based Assistive System for Visually Impaired Pedestrian Safety at Zebra Crossings,"['Wan-Jung Chang', 'Liang-Bi Chen', 'Cheng-You Sie', 'Ching-Hsiang Yang']","This article proposes a wearable assistive system based on artificial intelligence (AI) edge computing techniques to help visually impaired consumers safely use marked crosswalks, or zebra crossings. The proposed wearable assistive system consists of a pair of smart sunglasses, a waist-mounted intelligent device, and an intelligent walking cane (stick). A deep learning technique is adopted for zebra crossing image recognition in real time. Visually impaired consumers need to wear the proposed smart sunglasses and waist-mounted intelligent device and hold the proposed intelligent walking cane when they approach a zebra crossing. When a visually impaired pedestrian reaches a zebra crossing, they will immediately receive a message about the current situation at the crossing and the traffic light signal. Experimental results show that the accuracy of real-time zebra crossing recognition of the proposed system can reach up to 90%.","IEEE Transactions on Consumer Electronics ( Volume: 67, Issue: 1, February 2021)",Not Available,Not Available,Not Available,https://ieeexplore.ieee.org/document/9253595/
Human-Interface Approach Towards Multi-Agent System Field Optimization,"['Ihsan Ibrahim', 'Anak Agung Putri Ratna', 'Naoki Fukuta']","There were still some issues regarding human-interface occurred in multi-agent field or artificial intelligence. In general, due to the rapid advancement of technology into more interactive and intelligent, better human-interface improved the needs of multi-agent systems and artificial intelligence for more use of technologies that can help solve human problems. Vice versa, the human-interface could be improved and eased by using multi-agent or artificial intelligence. In the future aspect, there is also a prospect from the perspective that the human-interface itself could be used to improve the multi-agent or artificial intelligence’s internal process. It needs a learning process as a part of their life cycle to achieve the end goal. It could be a more efficient way to give the agent or the AI some knowledge to choose what is best or meaningful for its next generation of learning. This improvement concept hopes can reduce the duration of the learning process and cut the computation cost of the processing. In this paper, we would explain about the related issues of human-interface aspect in the multi-agent or artificial intelligence field that we got into a study as the specific works of this research into the discussion.",2021 17th International Conference on Quality in Research (QIR): International Symposium on Electrical and Computer Engineering,13-15 October 2021,25 February 2022,"Depok, Indonesia",https://ieeexplore.ieee.org/document/9716196/
Blockchain for the Internet of Vehicles Towards Intelligent Transportation Systems: A Survey,"['Muhammad Baqer Mollah', 'Jun Zhao', 'Dusit Niyato', 'Yong Liang Guan', 'Chau Yuen', 'Sumei Sun', 'Kwok-Yan Lam', 'Leong Hai Koh']","Internet of Vehicles (IoV) is an emerging concept that is believed to help realize the vision of intelligent transportation systems (ITSs). IoV has become an important research area of impactful applications in recent years due to the rapid advancements in vehicular technologies, high throughput satellite communication, the Internet of Things, and cyber-physical systems. IoV enables the integration of smart vehicles with the Internet and system components attributing to their environments, such as public infrastructures, sensors, computing nodes, pedestrians, and other vehicles. By allowing the development of a common information exchange platform between vehicles and heterogeneous vehicular networks, this integration aims to create a better environment and public space for the people as well as to enhance safety for all road users. Being a participatory data exchange and storage, the underlying information exchange platform of IoV needs to be secure, transparent, and immutable in order to achieve the intended objectives of ITS. In this connection, the adoption of blockchain as a system platform for supporting the information exchange needs of IoV has been explored. Due to their decentralized and immutable nature, IoV applications enabled by blockchain are believed to have a number of desirable properties, such as decentralization, security, transparency, immutability, and automation. In this article, we present a contemporary survey on the latest advancement in blockchain for IoV. Particularly, we highlight the different application scenarios of IoV after carefully reviewing the recent literature. We also investigate several key challenges where blockchain is applied in IoV. Furthermore, we present the future opportunities and explore further research directions of IoV as a key enabler of ITS.","IEEE Internet of Things Journal ( Volume: 8, Issue: 6, 15 March 2021)",Not Available,Not Available,Not Available,https://ieeexplore.ieee.org/document/9211724/
Parkinson Data Analysis and Prediction System Using Multi-Variant Stacked Auto Encoder,"['Gayathri Nagasubramanian', 'Muthuramalingam Sankayya', 'Fadi Al-Turjman', 'Georgios Tsaramirsis']","Parkinson Disease (PD) is a kind of neural disorder that affects a range of people. This disease has continuously growing stages to halt entire neural activities of any people. There are many techniques proposed to detect and predict PD using medical symptoms and measurements. The medical measurements provided by different experiments must be effectively handled to produce concrete results on the detection of PD. This saves many people from PD at earlier stage itself. Recent technologies focus on Machine Learning (ML) and Deep Learning (DL) techniques for effective PD data analysis for making efficient prediction system. They are concentrating to build complex artificial neural systems using effective learning functions. However, the existing systems are lacking to attain multi-attribute and multi-variant data analysis to predict PD. To attain multi-variant Parkinson symptom analysis, the artificial neural systems must be equipped with more characteristics. In this regard, the Proposed system is developed using Multi-Variant Stacked Auto Encoder (MVSAE). The MVSAE based PD Prediction System (MSAEPD) helps to analyze more PD symptoms than existing systems. This article provides four different variants of SAE construction procedures to predict PD symptoms. The MSAEPD is implemented and compared with existing works such as MANN, GAE and UMLBD. This comparison shows the MSAEPD system gives 5% to 10% better results than existing works.",IEEE Access ( Volume: 8),Not Available,Not Available,Not Available,https://ieeexplore.ieee.org/document/9133411/
Watch Where You’re Going! Gaze and Head Orientation as Predictors for Social Robot Navigation,"['Blake Holman', 'Abrar Anwar', 'Akash Singh', 'Mauricio Tec', 'Justin Hart', 'Peter Stone']","Mobile robots deployed in human-populated environments must be able to safely and comfortably navigate in close proximity to people. Head orientation and gaze are both mechanisms which help people to interpret where other people intend to walk, which in turn enables them to coordinate their movement. Head orientation has previously been leveraged to develop classifiers which are able to predict the goal of a person’s walking motion. Gaze is believed to generally precede head orientation, with a person quickly moving their eyes to a target and then following it with a turn of their head. This study leverages state-of-the-art virtual reality technology to place participants into a simulated environment in which their gaze and motion can be observed. The results of this study indicate that position, velocity, head orientation, and gaze can all be used as predictive features of the goal of a person’s walking motion. The results also indicate that gaze both precedes head orientation and can be used to predict the goal of a person’s walking motion at a higher level of accuracy earlier in their walking trajectory. These findings can be leveraged in the design of social navigation systems for mobile robots.",2021 IEEE International Conference on Robotics and Automation (ICRA),30 May 2021 - 05 June 2021,18 October 2021,"Xi'an, China",https://ieeexplore.ieee.org/document/9561286/
HR Analytics and Artificial Intelligence-Transforming Human Resource Management,"['Meenal Arora', 'Anshika Prakash', 'Amit Mittal', 'Swati Singh']","Advancements in artificial intelligence (AI) has led to rapidly changing the business environment. Integration of AI in human resource will facilitate the analysing, predicting and diagnosing of the issues faced by the organizations and help to make better employee related decisions. An integrative synthesis of multiple streams of literature was undertaken to critically analyze the implementation of AI and HR analytics in HRM for performance enhancement and to gain a competitive advantage. The HRM has undergone a drastic transformation from the administrative functionality to more advanced processes like automation through application of artificial intelligence which has entirely re-defined and re-shaped the attributes of the organizational workforce. AI plays a major role within HR to support smart people analytics. With deployment of AI and analytics in HR functions such as talent acquisition, training and development, employee retention, employee engagement and performance appraisal, organizations can enhance proficiency and productivity. Additionally, AI, cloud and HR Analytics also support in collecting huge volumes of employee information. HR is considered as a 'predictive engine’ essential for the organizational upliftment. The real challenge for HR department is how thoroughly they can enhance employee skills and re-renovate their teams in the field of HR Analytics and AI. The current research evaluates the functional analysis of artificial intelligence in the human resource context. It emphasizes on the application of AI in various HRM functions and stipulates the barriers in adoption of HR technological among employees.",2021 International Conference on Decision Aid Sciences and Application (DASA),07-08 December 2021,24 January 2022,"Sakheer, Bahrain",https://ieeexplore.ieee.org/document/9682325/
Data-science to predict Entrepreneurial Skills based on Profession,"['Dhvani M Vaidya', 'Akshit J Dhruv']","The main aim is to enable people to discover the entrepreneurial skill needed for a specific job/profession or business. As often people are found having issues getting jobs even when there is a vacancy, or new startups and businesses tend to be unsuccessful in the short run. We analyzed this problem and found that the problem is, people/students are lacking certain entrepreneurial skills, or they aren’t aware of those skills. So we found the resolution to this problem by creating a model, with the help of AI and data science, and ML which will help to predict skills based on job/profession or business. This will help to reduce unemployment and uphold business stability as people will get to know what skills they require to execute a particular job or run a business. We have used the multi-output model, and SVM(Support Vector Machine) machine learning model for prediction. Using the model we got the accuracy of 98.7% in predicting the skills based on profession.",2021 International Conference on Artificial Intelligence and Machine Vision (AIMV),24-26 September 2021,10 January 2022,"Gandhinagar, India",https://ieeexplore.ieee.org/document/9670947/
Weapon Detection Using Faster R-CNN Inception-V2 for a CCTV Surveillance System,"['Narit Hnoohom', 'Pitchaya Chotivatunyu', 'Nagorn Maitrichit', 'Virach Sornlertlamvanich', 'Sakorn Mekruksavanich', 'Anuchit Jitpattanakul']","Thailand has faced unrest in recent years, as have other countries around the world. The continuation of present trends means a tendency for an increase in both crimes against people and property. Nowadays, CCTV technology is widely used as surveillance and monitoring tools to help keep people safe. However, most of them still rely primarily on police personnel to inspect the displays. A weapon detection system can reduce the screen-reading workload of police officers with a limited workforce. The integration of weapon detection with CCTV cameras has a role to play in solving the problem. To develop the weapon detection system, the datasets used in this research were collected from 2 public datasets: ARMAS Weapon detection dataset and IMFDB Weapon detection system. The object detection method was used from TensorFlow Object Detection API using 1) SSD MobileNet-V1, 2) EfficientDet-D0 and 3) Faster R-CNN Inception Resnet-V2. For all experimental results, the object detection model is the Faster R-CNN Inception V2 using Dataset 1, ARMAS Weapon detection dataset, with the highest mAP of 0.540 with the Average Precision with 0.5 IoU and 0.75 IoU at 0.793 and 0.627, respectively.",2021 25th International Computer Science and Engineering Conference (ICSEC),18-20 November 2021,27 January 2022,"Chiang Rai, Thailand",https://ieeexplore.ieee.org/document/9684649/
Improving Person Re-Identification Based on Human Height Information,"['Takahiro Yoshioka', 'Shuji Awai', 'Takeshi Konno']","Over the last few decades, threats to urban security have increased worldwide. Surveillance solutions aim to detect, track, and identify people of interest using a large number of surveillance camera videos. In particular, in Japan, the police force expects surveillance solutions to help criminal tracking. As the number of surveillance cameras has increased in recent years, manual analysis has reached its limit, resulting in a high expectation for automatic analysis using artificial intelligence (AI). The AI study on person re-identification has a high potential for human verification in academia; however, it is still challenging to apply. This is because practical tracking accuracy cannot be obtained when a person changes clothes on the assumption that the criminal is on the run. Therefore, we have developed and evaluated an AI technology that identifies people in a scene by focusing on human height, a body characteristic that does not change. To estimate the height from the video, it is necessary to obtain the camera specific parameters. It is difficult to estimate the parameters of many existing cameras because well-known and other conventional camera calibration methods require tedious manual procedures and preliminary information such as objects of known length to estimate the camera parameters. Therefore, we developed a high-precision height estimation method that does not require prior knowledge or the complicated manual procedure by estimating camera parameters using the skeleton of a person captured by a surveillance camera. Moreover, we developed a method that can determine whether a person is the same person even if the person's clothes change using the human height, representing one of the characteristics unique to the person, together with the image features. When evaluating images to identify similarity in people in different clothing captured at size of >200 pixels, the mean average precision improved by 64.8% compared with the conventional method, th... (Show More)",2021 International Conference on Engineering and Emerging Technologies (ICEET),27-28 October 2021,05 January 2022,"Istanbul, Turkey",https://ieeexplore.ieee.org/document/9659652/
Artificial Intelligence and the Future of Psychiatry,[],"An estimated 792 million people live with mental health disorders worldwide—more than one in ten people—and this number is expected to grow in the shadow of the Coronavirus disease 2019 (COVID-19) pandemic. Unfortunately, there aren’t enough mental health professionals to treat all these people. Can artificial intelligence (AI) help? While many psychiatrists have different views on this question, recent developments suggest AI may change the practice of psychiatry for both clinicians and patients.","IEEE Pulse ( Volume: 11, Issue: 3, May-June 2020)",Not Available,Not Available,Not Available,https://ieeexplore.ieee.org/document/9121796/
Novel Application to Improve Communication for Children Affected by Autism Spectrum Disorder,['Veda R Murthy'],"Autism Spectrum Disorder (ASD) is a spectrum of disorders that affects a child’s communication, social, and emotional skills. ASD is a major challenge for children because they are not able to communicate effectively with others, especially in terms of conveying their emotions. For the 40% of ASD children who are mute and are not able to verbalize their emotions, facial expressions are the primary indicator that family members and caregivers use to recognize their emotion. ASD children display facial features unique to each child, so those who are unfamiliar with the child such as teachers may find it difficult to interpret the child’s emotions. This creates a communication barrier between ASD children and the outside world, leading to frustration and isolation among the 13.7 million ASD children around the world. Current solutions to help ASD children socialize, such as speech practising or assisted learning apps, do not reduce this barrier. This is because these apps are not an immediate solution to this barrier, and can be effective only after months of practice by the child. Also, most of these solutions do not work for mute ASD children. Thus, there is a dire need for an individualized solution that interprets an ASD child’s emotion. My solution is the Cognitive Emotion Interpretation App (CEIA). CEIA uses Artificial Intelligence and Emotion Recognition Technology to map an ASD child’s facial expressions with an emotion. Through CEIA, people who are not familiar with the ASD child (teachers, extended family) can interpret the child’s emotion. When a user (parent, caregiver) downloads the app, they upload photos of the ASD child expressing different emotions and tag the picture with the emotion (e.g. Happy, Sad, Frustrated, Hungry). CEIA then extracts the child’s facial features, and the AI algorithm is trained to associate the picture with the emotion. When the user wants to interpret the child’s emotion, they take a photo of the child exhibiting the emotion an... (Show More)",2021 IEEE Integrated STEM Education Conference (ISEC),13-13 March 2021,29 April 2022,"Princeton, NJ, USA",https://ieeexplore.ieee.org/document/9763977/
EIT-based Gesture Recognition Training with Augmented Reality,"['Christian Gießer', 'Christian Gibas', 'Armin Gruenewald', 'Tanja Joan Eiler', 'Vanessa Schmuecker', 'Rainer Brueck']","Electrical impedance tomography (EIT) combined with artificial intelligence (AI) methods is suitable for recognizing gestures that can be used to control prostheses for disabled people. In this work, augmented reality (AR) is used to visualize gestures so that a neural network can be trained using EIT data. The aim is to create an AI that is as general and person-independent as possible. Person-specific differences should be automatically recognized and negated by a calibration process. The use of augmented reality helps to improve the AI-based training process on the basis of EIT data. Users work in an environment that is natural to them and are not distracted or confused by menus or complicated programs.",2021 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR),15-17 November 2021,22 December 2021,"Taichung, Taiwan",https://ieeexplore.ieee.org/document/9644348/
Multi thoracic disease classifier using Convolutional Neural Networks,"['Chetan', 'B N Veerappa']","India faces acute shortage of radiologists. As per NCBI (National Center for Biotechnology Information), USA, India has one radiologist per 1,00,000 people. In past two years we have seen an unprecedented COVID-19 pandemic which has posed a huge burden on our health care infrastructure and health care professionals. The rural parts are hit worst struggling to provide lifesaving health care access causing millions of Indians to lose their lives. In this regard our paper focuses on developing an Artificial Intelligence (AI) based web application which may reduce the burden on healthcare professionals and help in timely diagnosis of chest x-ray findings without delays and also with precision. This will help to treat patients with utmost care, can avoid unnecessary surgeries and save lives. In the recent years AI empowered systems have proven to be dominant in all domains. AI which encompasses all the industries has been proven to be vital in healthcare by helping healthcare professionals in taking decisions and also in diagnosis and detection of several critical ailments like cancer and others. In this paper we have leveraged the transfer learning as benchmark to obtain the models for our task of chest image classification. We have run the experiment through the various standard models available retaining the identical experimental conditions and did the comparative analysis to evaluate them and to pick the best one among them. The results achieved show that Densenet-169 provided the best results with 95.56 percentage validation accuracy during model training which has been used for making predictions in the web application.",2021 IEEE International Conference on Computation System and Information Technology for Sustainable Solutions (CSITSS),16-18 December 2021,25 January 2022,"Bangalore, India",https://ieeexplore.ieee.org/document/9682868/
Cross-Modal Collaborative Representation Learning and a Large-Scale RGBT Benchmark for Crowd Counting,"['Lingbo Liu', 'Jiaqi Chen', 'Hefeng Wu', 'Guanbin Li', 'Chenglong Li', 'Liang Lin']","Crowd counting is a fundamental yet challenging task, which desires rich information to generate pixel-wise crowd density maps. However, most previous methods only used the limited information of RGB images and cannot well discover potential pedestrians in unconstrained scenarios. In this work, we find that incorporating optical and thermal information can greatly help to recognize pedestrians. To promote future researches in this field, we introduce a large-scale RGBT Crowd Counting (RGBT-CC) benchmark, which contains 2,030 pairs of RGB-thermal images with 138,389 annotated people. Furthermore, to facilitate the multimodal crowd counting, we propose a cross-modal collaborative representation learning framework, which consists of multiple modality-specific branches, a modality-shared branch, and an Information Aggregation-Distribution Module (IADM) to capture the complementary information of different modalities fully. Specifically, our IADM incorporates two collaborative information transfers to dynamically enhance the modality-shared and modality-specific representations with a dual information propagation mechanism. Extensive experiments conducted on the RGBT-CC benchmark demonstrate the effectiveness of our framework for RGBT crowd counting. Moreover, the proposed approach is universal for multimodal crowd counting and is also capable to achieve superior performance on the ShanghaiTechRGBD [22] dataset. Finally, our source code and benchmark have been released at http://lingboliu.com/RGBT_Crowd_Counting.html.",2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),20-25 June 2021,02 November 2021,"Nashville, TN, USA",https://ieeexplore.ieee.org/document/9578312/
"Music Emotion Recognition: Toward new, robust standards in personalized and context-sensitive applications","['Juan Sebastián Gómez-Cañón', 'Estefanía Cano', 'Tuomas Eerola', 'Perfecto Herrera', 'Xiao Hu', 'Yi-Hsuan Yang', 'Emilia Gómez']","Emotion is one of the main reasons why people engage and interact with music 
[1]
. Songs can express our inner feelings, produce goosebumps, bring us to tears, share an emotional state with a composer or performer, or trigger specific memories. Interest in a deeper understanding of the relationship between music and emotion has motivated researchers from various areas of knowledge for decades 
[2]
, including computational researchers. Imagine an algorithm capable of predicting the emotions that a listener perceives in a musical piece, or one that dynamically generates music that adapts to the mood of a conversation in a film—a particularly fascinating and provocative idea. These algorithms typify music emotion recognition (MER), a computational task that attempts to automatically recognize either the emotional content in music or the emotions induced by music to the listener 
[3]
. To do so, emotionally relevant features are extracted from music. The features are processed, evaluated, and then associated with certain emotions. MER is one of the most challenging high-level music description problems in music information retrieval (MIR), an interdisciplinary research field that focuses on the development of computational systems to help humans better understand music collections. MIR integrates concepts and methodologies from several disciplines, including music theory, music psychology, neuroscience, signal processing, and machine learning.","IEEE Signal Processing Magazine ( Volume: 38, Issue: 6, November 2021)",Not Available,Not Available,Not Available,https://ieeexplore.ieee.org/document/9591555/
A Survey of Synthetic Data Generation for Machine Learning,"['Mohammad Abufadda', 'Khalid Mansour']","Data is the fuel of machine learning algorithms, therefore data generation in machine learning is becoming an important topic. The problem is that finding enough data for machine learning algorithms in some domains or situations is difficult. For example, some data may invade the privacy of people or some other datasets can be related to national security and difficult to be unveiled. This paper reviews the related work in synthetic data generation in terms of available methods for data generation (augmentation) and how the generated data helps in improving the performance of machine learning algorithms. The main focus of this paper is data synthetic methods in the healthcare domain.",2021 22nd International Arab Conference on Information Technology (ACIT),21-23 December 2021,17 January 2022,"Muscat, Oman",https://ieeexplore.ieee.org/document/9677302/
